age;job;marital;education;default;housing;loan;contact;month;day_of_week;duration;campaign;pdays;previous;poutcome;emp.var.rate;cons.price.idx;cons.conf.idx;euribor3m;nr.employed;y
48.0;unemployed;married;basic.6y;no;no;no;cellular;jul;thu;1850;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;yes
42.0;technician;married;university.degree;no;yes;no;cellular;aug;fri;103;5;999;0;nonexistent;1.4;93.444;-36.1;4.966;5228.1;no
52.0;blue-collar;married;basic.4y;no;no;no;cellular;aug;mon;209;2;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
44.0;admin.;married;basic.6y;no;no;no;cellular;may;mon;217;1;999;1;failure;-1.8;92.89299999999999;-46.2;1.244;5099.1;no
38.0;technician;divorced;high.school;no;yes;no;cellular;aug;mon;384;3;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;yes
37.0;housemaid;single;university.degree;no;no;no;cellular;oct;tue;296;3;999;0;nonexistent;-3.4;92.431;-26.9;0.7440000000000001;5017.5;yes
44.0;blue-collar;married;university.degree;no;yes;no;cellular;apr;thu;397;2;999;0;nonexistent;-1.8;93.075;-47.1;1.483;5099.1;yes
31.0;housemaid;married;basic.4y;no;no;no;cellular;aug;tue;145;8;999;0;nonexistent;1.4;93.444;-36.1;4.966;5228.1;no
30.0;management;married;university.degree;no;no;no;cellular;oct;tue;411;2;999;0;nonexistent;-3.4;92.431;-26.9;0.742;5017.5;yes
38.0;admin.;single;basic.9y;no;no;yes;telephone;jun;fri;111;3;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;no
29.0;admin.;single;high.school;no;unknown;unknown;cellular;may;wed;249;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.334;5099.1;no
34.0;technician;divorced;professional.course;no;yes;yes;cellular;apr;fri;180;2;999;1;failure;-1.8;93.075;-47.1;1.405;5099.1;no
48.0;blue-collar;married;basic.4y;unknown;yes;no;telephone;jun;mon;153;9;999;0;nonexistent;1.4;94.465;-41.8;4.865;5228.1;no
32.0;technician;single;university.degree;no;no;no;telephone;jun;mon;443;2;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;no
46.0;self-employed;married;high.school;unknown;yes;no;telephone;jul;fri;121;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.959;5228.1;no
36.0;admin.;single;university.degree;no;no;no;cellular;jul;thu;18;40;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.968;5228.1;no
30.0;entrepreneur;single;university.degree;no;yes;no;cellular;nov;thu;531;1;999;1;failure;-0.1;93.2;-42.0;4.0760000000000005;5195.8;yes
38.0;blue-collar;married;basic.4y;no;no;no;telephone;may;mon;241;1;999;0;nonexistent;1.1;93.994;-36.4;4.8580000000000005;5191.0;no
60.0;technician;married;professional.course;unknown;yes;no;telephone;jun;mon;64;1;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;no
54.0;management;married;university.degree;no;no;yes;cellular;jul;tue;218;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;5228.1;no
23.0;admin.;single;high.school;no;no;no;telephone;jul;thu;331;1;999;0;nonexistent;-1.7;94.215;-40.3;0.899;4991.6;no
55.0;services;single;basic.9y;no;unknown;unknown;cellular;may;thu;717;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.266;5099.1;yes
25.0;self-employed;single;university.degree;no;no;no;telephone;may;mon;105;1;999;0;nonexistent;1.1;93.994;-36.4;4.8580000000000005;5191.0;no
64.0;retired;married;unknown;no;yes;yes;cellular;aug;fri;89;1;999;1;failure;-2.9;92.20100000000001;-31.4;0.8490000000000001;5076.2;no
65.0;management;married;university.degree;no;yes;no;cellular;jul;mon;183;1;999;2;failure;-1.7;94.215;-40.3;0.889;4991.6;yes
54.0;self-employed;married;professional.course;no;no;no;cellular;aug;fri;309;1;999;0;nonexistent;1.4;93.444;-36.1;4.966;5228.1;no
34.0;admin.;single;university.degree;no;no;no;cellular;jun;mon;151;1;999;1;failure;-2.9;92.963;-40.8;1.266;5076.2;no
47.0;admin.;single;university.degree;no;no;no;cellular;oct;mon;767;3;999;0;nonexistent;-1.1;94.601;-49.5;1.0;4963.6;yes
57.0;admin.;married;university.degree;no;no;no;cellular;nov;wed;182;1;3;2;success;-3.4;92.649;-30.1;0.716;5017.5;yes
34.0;admin.;divorced;university.degree;no;no;no;telephone;jul;thu;676;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.966;5228.1;yes
26.0;unknown;single;high.school;unknown;no;no;telephone;jun;thu;237;5;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;no
49.0;blue-collar;married;basic.4y;no;no;no;telephone;jun;thu;577;2;999;0;nonexistent;1.4;94.465;-41.8;4.958;5228.1;yes
23.0;blue-collar;single;basic.4y;no;yes;yes;cellular;may;fri;102;7;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.25;5099.1;no
57.0;admin.;married;university.degree;no;yes;no;cellular;may;fri;554;2;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.2590000000000001;5099.1;yes
37.0;technician;married;professional.course;no;no;no;cellular;jun;mon;129;1;999;0;nonexistent;-2.9;92.963;-40.8;1.26;5076.2;yes
52.0;admin.;divorced;university.degree;no;yes;no;cellular;jul;mon;867;2;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;yes
30.0;unemployed;married;high.school;no;yes;yes;telephone;may;mon;104;4;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.354;5099.1;no
39.0;technician;married;professional.course;no;yes;no;telephone;may;fri;435;1;999;0;nonexistent;1.1;93.994;-36.4;4.864;5191.0;no
58.0;unknown;married;basic.9y;no;yes;no;cellular;dec;thu;154;1;999;1;failure;-3.0;92.713;-33.0;0.72;5023.5;yes
27.0;housemaid;married;basic.6y;no;no;no;cellular;may;mon;608;3;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.2990000000000002;5099.1;yes
34.0;admin.;;high.school;no;no;no;cellular;may;wed;350;2;999;1;failure;-1.8;92.89299999999999;-46.2;1.334;5099.1;no
26.0;blue-collar;married;professional.course;unknown;yes;no;telephone;may;mon;346;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no
29.0;technician;single;high.school;no;yes;no;cellular;aug;wed;212;3;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
34.0;technician;married;unknown;no;yes;no;cellular;nov;tue;138;1;1;4;success;-1.1;94.76700000000001;-50.8;1.046;4963.6;no
27.0;admin.;divorced;high.school;no;no;no;cellular;may;wed;69;11;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.281;5099.1;no
50.0;technician;married;professional.course;no;unknown;unknown;cellular;nov;tue;319;2;999;1;failure;-0.1;93.2;-42.0;4.1530000000000005;5195.8;no
44.0;services;married;unknown;no;no;yes;cellular;jun;mon;151;1;999;0;nonexistent;-2.9;92.963;-40.8;1.26;5076.2;yes
45.0;services;divorced;basic.4y;no;no;yes;cellular;apr;thu;1579;1;999;1;failure;-1.8;93.075;-47.1;1.41;5099.1;yes
38.0;admin.;single;basic.9y;no;no;no;telephone;jun;tue;98;1;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;no
45.0;admin.;single;professional.course;no;yes;no;telephone;may;wed;565;1;999;0;nonexistent;1.1;93.994;-36.4;4.8580000000000005;5191.0;yes
36.0;admin.;married;university.degree;no;yes;yes;cellular;jul;mon;1669;2;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;yes
38.0;technician;single;professional.course;no;yes;no;cellular;may;thu;855;2;999;1;failure;-1.8;92.89299999999999;-46.2;1.327;5099.1;yes
52.0;blue-collar;married;basic.9y;no;no;no;telephone;may;wed;188;1;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191.0;no
43.0;technician;married;professional.course;unknown;no;no;cellular;aug;tue;926;2;999;0;nonexistent;1.4;93.444;-36.1;4.966;5228.1;yes
24.0;services;single;high.school;no;yes;no;telephone;jun;mon;341;3;999;0;nonexistent;1.4;94.465;-41.8;4.96;5228.1;no
41.0;admin.;married;high.school;no;no;no;telephone;may;thu;135;2;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0;no
42.0;technician;married;university.degree;no;no;yes;cellular;aug;thu;168;1;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;no
52.0;self-employed;single;basic.4y;unknown;yes;no;telephone;may;thu;61;1;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0;no
55.0;technician;married;basic.9y;unknown;no;no;telephone;jun;mon;362;1;999;0;nonexistent;1.4;94.465;-41.8;4.865;5228.1;no
33.0;admin.;married;university.degree;no;no;no;cellular;sep;mon;369;3;999;0;nonexistent;-1.1;94.199;-37.5;0.882;4963.6;yes
57.0;retired;divorced;basic.9y;no;yes;no;cellular;jul;fri;247;2;999;0;nonexistent;-2.9;92.469;-33.6;1.0590000000000002;5076.2;yes
36.0;admin.;married;high.school;no;yes;no;cellular;mar;thu;220;3;999;0;nonexistent;-1.8;92.84299999999999;-50.0;1.584;5099.1;yes
46.0;blue-collar;married;high.school;no;no;no;cellular;aug;mon;422;1;999;0;nonexistent;1.4;93.444;-36.1;4.97;5228.1;no
31.0;services;divorced;high.school;no;no;no;cellular;apr;mon;379;1;999;0;nonexistent;-1.8;93.075;-47.1;1.405;5099.1;no
34.0;admin.;single;university.degree;no;no;no;cellular;nov;fri;70;2;999;0;nonexistent;-0.1;93.2;-42.0;4.021;5195.8;no
44.0;unemployed;married;high.school;no;yes;no;cellular;aug;thu;284;1;999;0;nonexistent;-2.9;92.20100000000001;-31.4;0.873;5076.2;no
49.0;management;married;university.degree;no;no;no;cellular;apr;wed;1214;1;999;0;nonexistent;-1.8;93.075;-47.1;1.415;5099.1;yes
27.0;admin.;single;university.degree;no;no;no;cellular;mar;tue;238;4;999;0;nonexistent;-1.8;93.369;-34.8;0.635;5008.7;yes
26.0;technician;single;university.degree;no;yes;no;cellular;sep;fri;284;3;999;1;failure;-1.1;94.199;-37.5;0.879;4963.6;yes
47.0;technician;single;unknown;no;yes;no;telephone;jun;wed;180;4;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;no
47.0;management;married;university.degree;no;no;no;cellular;sep;thu;362;1;17;2;success;-1.1;94.199;-37.5;0.884;4963.6;yes
33.0;management;married;university.degree;no;yes;no;cellular;may;wed;85;4;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.334;5099.1;no
23.0;student;single;high.school;unknown;unknown;unknown;cellular;jul;tue;125;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;5228.1;no
29.0;admin.;single;university.degree;no;no;no;cellular;aug;fri;82;7;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;no
32.0;blue-collar;married;basic.4y;no;no;no;cellular;sep;wed;830;2;999;0;nonexistent;-1.1;94.199;-37.5;0.88;4963.6;yes
49.0;housemaid;married;basic.4y;unknown;yes;no;cellular;aug;thu;310;5;999;0;nonexistent;1.4;93.444;-36.1;4.962;5228.1;no
40.0;blue-collar;married;basic.4y;unknown;no;no;cellular;jul;thu;724;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;5228.1;yes
57.0;management;married;university.degree;no;no;no;cellular;may;wed;1205;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.334;5099.1;yes
32.0;technician;single;professional.course;no;yes;no;cellular;may;wed;97;2;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.334;5099.1;no
26.0;admin.;single;university.degree;no;yes;no;telephone;sep;thu;471;1;7;1;success;-3.4;92.37899999999999;-29.8;0.809;5017.5;yes
36.0;technician;single;professional.course;no;no;yes;cellular;aug;fri;66;4;999;0;nonexistent;1.4;93.444;-36.1;4.9639999999999995;5228.1;no
21.0;student;single;university.degree;no;no;no;cellular;jun;fri;493;2;999;0;nonexistent;-2.9;92.963;-40.8;1.268;5076.2;yes
38.0;admin.;married;basic.9y;unknown;no;no;telephone;jun;mon;63;2;999;0;nonexistent;1.4;94.465;-41.8;4.865;5228.1;no
40.0;blue-collar;married;professional.course;no;yes;yes;cellular;jul;mon;431;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;yes
27.0;admin.;single;university.degree;no;no;no;cellular;apr;thu;523;1;999;0;nonexistent;-1.8;93.075;-47.1;1.365;5099.1;yes
59.0;unemployed;married;basic.9y;no;yes;no;cellular;mar;mon;254;2;999;0;nonexistent;-1.8;93.369;-34.8;0.639;5008.7;yes
51.0;technician;divorced;high.school;no;no;no;cellular;jul;tue;166;4;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;5228.1;no
25.0;admin.;single;high.school;no;yes;no;telephone;may;fri;111;2;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;no
35.0;technician;divorced;professional.course;no;no;no;cellular;may;fri;692;3;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.25;5099.1;yes
39.0;technician;divorced;university.degree;no;no;yes;telephone;oct;mon;2016;1;999;0;nonexistent;-0.1;93.79799999999999;-40.4;5.0;5195.8;yes
31.0;technician;married;university.degree;no;no;no;cellular;aug;mon;99;7;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
49.0;blue-collar;married;basic.9y;unknown;no;no;telephone;jun;thu;70;1;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;no
36.0;technician;divorced;professional.course;no;no;no;cellular;jul;mon;319;3;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;no
43.0;blue-collar;married;basic.9y;no;no;no;telephone;jun;wed;793;3;999;0;nonexistent;1.4;94.465;-41.8;4.962;5228.1;no
52.0;self-employed;married;basic.4y;unknown;yes;no;telephone;may;thu;228;1;999;0;nonexistent;1.1;93.994;-36.4;4.86;5191.0;no
41.0;admin.;married;basic.9y;no;no;no;telephone;may;tue;97;5;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no
25.0;student;single;high.school;no;yes;yes;cellular;jun;tue;660;2;6;3;success;-1.7;94.055;-39.8;0.7609999999999999;4991.6;yes
46.0;blue-collar;married;professional.course;no;yes;no;cellular;may;wed;410;1;999;0;nonexistent;-1.8;93.876;-40.0;0.6970000000000001;5008.7;yes
66.0;retired;married;basic.6y;no;yes;no;cellular;aug;thu;267;1;999;0;nonexistent;-2.9;92.20100000000001;-31.4;0.851;5076.2;yes
47.0;services;single;basic.9y;no;unknown;unknown;telephone;jun;thu;835;3;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;yes
33.0;technician;;professional.course;no;no;no;cellular;aug;thu;103;1;999;0;nonexistent;1.4;93.444;-36.1;4.9639999999999995;5228.1;no
45.0;management;married;university.degree;no;no;no;cellular;aug;mon;361;5;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
36.0;admin.;married;university.degree;no;yes;no;cellular;may;mon;1064;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.264;5099.1;yes
34.0;admin.;single;university.degree;no;yes;no;cellular;nov;thu;89;1;3;2;success;-3.4;92.649;-30.1;0.7140000000000001;5017.5;yes
43.0;blue-collar;married;basic.4y;unknown;yes;yes;telephone;jun;wed;320;3;999;0;nonexistent;1.4;94.465;-41.8;4.962;5228.1;no
30.0;self-employed;married;basic.9y;no;no;no;telephone;may;tue;3094;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;yes
51.0;retired;divorced;university.degree;no;yes;yes;telephone;jun;tue;342;3;999;0;nonexistent;1.4;94.465;-41.8;4.864;5228.1;no
51.0;admin.;single;university.degree;no;no;no;telephone;jul;fri;163;5;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;no
40.0;services;married;basic.4y;unknown;yes;no;cellular;may;fri;237;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.3130000000000002;5099.1;no
35.0;management;married;university.degree;no;no;no;cellular;jun;tue;136;2;999;0;nonexistent;-2.9;92.963;-40.8;1.252;5076.2;yes
48.0;self-employed;divorced;university.degree;no;no;no;cellular;may;wed;661;3;999;0;nonexistent;-1.8;93.876;-40.0;0.69;5008.7;yes
;entrepreneur;divorced;university.degree;no;yes;no;telephone;may;tue;1032;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;no
41.0;blue-collar;married;high.school;no;yes;no;telephone;may;fri;70;1;999;0;nonexistent;1.1;93.994;-36.4;4.855;5191.0;no
31.0;admin.;single;university.degree;no;yes;yes;telephone;may;mon;232;5;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no
62.0;admin.;;university.degree;no;no;no;cellular;aug;thu;68;1;999;1;failure;-2.9;92.20100000000001;-31.4;0.851;5076.2;no
49.0;housemaid;single;university.degree;no;yes;no;cellular;dec;mon;583;2;6;1;success;-3.0;92.713;-33.0;0.7170000000000001;5023.5;yes
55.0;management;married;basic.9y;no;yes;no;telephone;jul;fri;106;3;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;no
58.0;management;divorced;university.degree;no;no;no;cellular;nov;wed;418;1;5;1;success;-0.1;93.2;-42.0;4.12;5195.8;yes
37.0;blue-collar;single;high.school;no;yes;no;telephone;jun;mon;95;3;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;no
45.0;admin.;married;high.school;no;yes;no;cellular;aug;tue;1293;4;999;0;nonexistent;1.4;93.444;-36.1;4.963;5228.1;yes
34.0;self-employed;married;university.degree;no;yes;no;cellular;nov;wed;213;5;999;0;nonexistent;-0.1;93.2;-42.0;4.12;5195.8;no
46.0;services;married;high.school;unknown;no;yes;cellular;jul;mon;336;4;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.96;5228.1;no
26.0;admin.;single;high.school;no;no;no;cellular;mar;tue;273;2;6;1;success;-1.8;93.369;-34.8;0.652;5008.7;yes
34.0;management;married;university.degree;no;no;no;telephone;jun;wed;893;8;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;yes
54.0;admin.;divorced;university.degree;no;no;no;telephone;may;wed;1689;4;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;yes
29.0;services;single;high.school;no;yes;no;cellular;nov;fri;43;1;999;0;nonexistent;-0.1;93.2;-42.0;4.021;5195.8;no
35.0;blue-collar;married;basic.9y;no;no;no;telephone;may;mon;91;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no
28.0;technician;single;professional.course;no;yes;no;cellular;may;wed;562;2;6;1;success;-1.8;92.89299999999999;-46.2;1.281;5099.1;no
30.0;admin.;married;university.degree;no;yes;no;cellular;apr;thu;243;3;999;0;nonexistent;-1.8;93.075;-47.1;1.483;5099.1;yes
56.0;blue-collar;married;basic.4y;no;no;no;cellular;aug;wed;188;2;999;0;nonexistent;1.4;93.444;-36.1;4.967;5228.1;no
61.0;technician;married;professional.course;no;no;no;cellular;oct;thu;106;2;999;1;failure;-3.4;92.431;-26.9;0.722;5017.5;yes
54.0;blue-collar;divorced;basic.4y;unknown;no;no;cellular;jul;thu;279;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;5228.1;no
41.0;technician;married;professional.course;no;yes;no;cellular;aug;thu;306;1;999;0;nonexistent;1.4;93.444;-36.1;4.968;5228.1;no
34.0;entrepreneur;married;unknown;no;yes;no;cellular;aug;wed;98;1;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
31.0;blue-collar;single;basic.9y;no;no;no;telephone;may;wed;143;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;no
25.0;services;single;high.school;no;yes;no;cellular;jun;thu;239;2;3;1;success;-2.9;92.963;-40.8;1.26;5076.2;yes
24.0;technician;single;professional.course;no;unknown;unknown;cellular;may;wed;311;2;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.27;5099.1;yes
40.0;admin.;married;basic.6y;unknown;yes;no;telephone;may;mon;215;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no
34.0;self-employed;single;university.degree;no;yes;no;cellular;jul;wed;359;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;5228.1;no
30.0;management;single;university.degree;no;no;no;cellular;may;tue;223;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.344;5099.1;no
43.0;blue-collar;married;basic.9y;no;no;no;telephone;may;tue;155;1;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no
44.0;services;married;unknown;no;yes;yes;telephone;jul;wed;329;3;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;5228.1;no
33.0;blue-collar;married;basic.9y;no;unknown;unknown;cellular;nov;tue;111;1;999;1;failure;-0.1;93.2;-42.0;4.1530000000000005;5195.8;no
31.0;self-employed;married;university.degree;no;no;no;cellular;sep;wed;106;1;999;0;nonexistent;-3.4;92.37899999999999;-29.8;0.768;5017.5;no
43.0;admin.;divorced;university.degree;no;no;no;telephone;jun;fri;70;3;999;0;nonexistent;1.4;94.465;-41.8;4.967;5228.1;no
49.0;technician;married;professional.course;no;yes;no;cellular;nov;mon;259;1;999;0;nonexistent;-0.1;93.2;-42.0;4.191;5195.8;no
39.0;services;married;high.school;no;no;no;cellular;may;wed;383;5;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.281;5099.1;no
51.0;technician;married;university.degree;no;yes;no;cellular;apr;thu;526;2;999;1;failure;-1.8;93.075;-47.1;1.365;5099.1;yes
18.0;student;single;high.school;no;no;no;cellular;may;fri;271;1;999;1;failure;-1.8;92.89299999999999;-46.2;1.2590000000000001;5099.1;yes
43.0;services;married;high.school;no;yes;no;telephone;may;mon;241;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no
55.0;technician;divorced;professional.course;unknown;no;no;cellular;aug;tue;169;1;999;0;nonexistent;1.4;93.444;-36.1;4.965;5228.1;no
46.0;services;married;high.school;no;no;no;cellular;apr;mon;53;1;999;1;failure;-1.8;93.075;-47.1;1.405;5099.1;no
50.0;blue-collar;married;basic.9y;unknown;yes;no;telephone;may;mon;192;2;999;0;nonexistent;1.1;93.994;-36.4;4.857;5191.0;no
46.0;admin.;married;university.degree;no;no;no;cellular;aug;wed;273;1;999;0;nonexistent;1.4;93.444;-36.1;4.967;5228.1;no
60.0;retired;married;university.degree;no;yes;no;cellular;may;tue;133;1;3;1;success;-1.8;92.89299999999999;-46.2;1.266;5099.1;yes
31.0;admin.;married;high.school;no;no;yes;cellular;aug;mon;155;2;4;1;success;-2.9;92.20100000000001;-31.4;0.884;5076.2;yes
31.0;blue-collar;married;basic.9y;no;yes;no;cellular;jul;wed;1121;1;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;yes
64.0;retired;married;professional.course;no;yes;no;cellular;sep;wed;222;2;999;0;nonexistent;-1.1;94.199;-37.5;0.8859999999999999;4963.6;yes
28.0;services;single;professional.course;no;yes;no;cellular;may;thu;406;2;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.266;5099.1;yes
47.0;services;married;high.school;unknown;yes;no;telephone;may;wed;127;1;999;0;nonexistent;1.1;93.994;-36.4;4.856;5191.0;no
52.0;admin.;married;professional.course;no;no;no;cellular;sep;wed;953;2;999;0;nonexistent;-1.1;94.199;-37.5;0.8759999999999999;4963.6;yes
59.0;housemaid;divorced;unknown;unknown;no;no;cellular;jul;mon;103;3;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;no
51.0;blue-collar;married;basic.9y;unknown;no;no;cellular;may;fri;956;1;999;0;nonexistent;-1.8;92.89299999999999;-46.2;1.25;5099.1;yes
50.0;admin.;married;university.degree;no;yes;no;telephone;may;wed;686;1;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191.0;no
29.0;blue-collar;divorced;basic.6y;no;yes;no;telephone;nov;tue;272;2;999;0;nonexistent;-0.1;93.2;-42.0;4.1530000000000005;5195.8;no
33.0;technician;married;professional.course;no;yes;no;cellular;aug;tue;940;10;999;0;nonexistent;1.4;93.444;-36.1;4.966;5228.1;yes
39.0;blue-collar;single;basic.9y;no;yes;no;cellular;may;mon;313;1;999;1;failure;-1.8;92.89299999999999;-46.2;1.2990000000000002;5099.1;no
43.0;admin.;married;university.degree;unknown;yes;no;cellular;aug;tue;1332;1;999;0;nonexistent;1.4;93.444;-36.1;4.968;5228.1;yes
28.0;blue-collar;married;basic.9y;no;no;yes;telephone;may;fri;1064;4;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191.0;yes
37.0;self-employed;;university.degree;no;yes;no;cellular;apr;thu;48;1;999;0;nonexistent;-1.8;93.075;-47.1;1.365;5099.1;no
41.0;blue-collar;married;basic.6y;no;yes;no;cellular;nov;wed;264;2;999;0;nonexistent;-0.1;93.2;-42.0;4.12;5195.8;no
22.0;student;single;high.school;no;no;no;cellular;sep;wed;369;3;5;1;success;-1.1;94.199;-37.5;0.8859999999999999;4963.6;yes
38.0;blue-collar;single;university.degree;unknown;no;no;telephone;may;fri;894;1;999;0;nonexistent;1.1;93.994;-36.4;4.859;5191.0;yes
30.0;admin.;single;university.degree;no;yes;no;cellular;nov;fri;222;2;999;0;nonexistent;-0.1;93.2;-42.0;4.021;5195.8;no
38.0;admin.;single;university.degree;no;yes;no;telephone;jun;tue;42;1;999;0;nonexistent;-2.9;92.963;-40.8;1.099;5076.2;no
33.0;admin.;single;high.school;no;yes;no;cellular;aug;tue;136;3;999;0;nonexistent;-2.9;92.20100000000001;-31.4;0.883;5076.2;yes
53.0;housemaid;divorced;basic.4y;no;yes;no;telephone;may;fri;422;9;999;0;nonexistent;1.1;93.994;-36.4;4.864;5191.0;no
30.0;admin.;married;unknown;no;no;no;cellular;jul;mon;234;11;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;no
45.0;admin.;divorced;high.school;no;no;no;cellular;jul;thu;537;5;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.962;5228.1;no
42.0;management;married;university.degree;no;yes;no;cellular;aug;thu;715;4;999;0;nonexistent;1.4;93.444;-36.1;4.962;5228.1;no
28.0;self-employed;single;university.degree;no;no;no;cellular;mar;fri;296;2;999;0;nonexistent;-1.8;92.84299999999999;-50.0;1.64;5099.1;yes
47.0;admin.;married;university.degree;no;no;no;cellular;aug;wed;470;1;4;2;success;-1.7;94.027;-38.3;0.9;4991.6;yes
34.0;technician;married;professional.course;no;no;no;cellular;jul;wed;511;3;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.963;5228.1;no
30.0;blue-collar;married;basic.9y;no;unknown;unknown;cellular;may;thu;155;1;999;1;failure;-1.8;92.89299999999999;-46.2;1.327;5099.1;no
24.0;services;single;high.school;no;yes;no;cellular;apr;tue;850;2;999;0;nonexistent;-1.8;93.075;-47.1;1.423;5099.1;yes
30.0;student;single;professional.course;no;yes;no;cellular;jul;wed;334;4;999;2;failure;-1.7;94.215;-40.3;0.84;4991.6;yes
31.0;self-employed;single;high.school;no;no;no;cellular;jul;tue;196;3;999;0;nonexistent;1.4;93.91799999999999;-42.7;4.961;5228.1;no
53.0;blue-collar;married;basic.9y;unknown;yes;yes;telephone;jun;fri;16;20;999;0;nonexistent;1.4;94.465;-41.8;4.959;5228.1;no
37.0;management;married;university.degree;no;no;no;telephone;jun;tue;490;4;999;0;nonexistent;1.4;94.465;-41.8;4.961;5228.1;yes
26.0;technician;single;university.degree;no;no;yes;cellular;jul;tue;67;5;999;1;failure;-2.9;92.469;-33.6;0.9079999999999999;5076.2;no
34.0;admin.;single;high.school;no;no;no;cellular;nov;wed;347;1;999;0;nonexistent;-0.1;93.2;-42.0;4.12;5195.8;no
35.0;management;married;professional.course;no;unknown;unknown;cellular;may;fri;154;3;999;1;failure;-1.8;92.89299999999999;-46.2;1.3130000000000002;5099.1;no
